0.0000,0.000633
0.0200,0.000633
0.0400,0.000633
0.0600,0.000634
0.0800,0.000634
0.1000,0.000634
0.1200,0.000634
0.1400,0.000634
0.1600,0.000634
0.1800,0.000634
0.2000,0.000634
0.2200,0.000634
0.2400,0.000634
0.2600,0.000634
0.2800,0.000634
0.3000,0.000634
0.3200,0.000634
0.3400,0.000634
0.3600,0.000634
0.3800,0.000634
0.4000,0.000634
0.4200,0.000634
0.4400,0.000634
0.4600,0.000634
0.4800,0.000634
0.5000,0.000634
0.5200,0.001845
0.5400,0.000472
0.5600,0.000870
0.5800,0.001001
0.6000,0.001186
0.6200,0.001451
0.6400,0.001779
0.6600,0.002128
0.6800,0.002495
0.7000,0.002885
0.7200,0.003297
0.7400,0.003726
0.7600,0.004155
0.7800,0.004660
0.8000,0.005059
0.8200,0.005698
0.8400,0.006023
0.8600,0.006443
0.8800,0.006838
0.9000,0.007238
0.9200,0.007645
0.9400,0.008061
0.9600,0.008495
0.9800,0.008933
1.0000,0.009383
1.0200,0.009842
1.0400,0.010282
1.0600,0.010692
1.0800,0.011105
1.1000,0.011462
1.1200,0.011693
1.1400,0.011945
1.1600,0.012214
1.1800,0.012481
1.2000,0.012718
1.2200,0.012934
1.2400,0.013151
1.2600,0.013367
1.2800,0.013591
1.3000,0.013818
1.3200,0.014051
1.3400,0.011356
1.3600,0.010461
1.3800,0.010079
1.4000,0.009890
1.4200,0.009771
1.4400,0.009644
1.4600,0.009497
1.4800,0.009311
1.5000,0.007166
1.5200,0.006002
1.5400,0.006018
1.5600,0.004489
1.5800,0.003844
1.6000,0.003443
1.6200,0.002788
1.6400,0.002762
1.6600,0.002868
1.6800,0.003005
1.7000,0.003139
1.7200,0.003252
1.7400,0.003356
1.7600,0.003422
1.7800,0.003522
1.8000,0.003679
1.8200,0.003917
1.8400,0.004261
1.8600,0.004750
1.8800,0.005395
1.9000,0.005670
1.9200,0.006274
1.9400,0.007711
1.9600,0.008868
1.9800,0.009990
2.0000,0.011140
2.0200,0.012121
2.0400,0.012814
2.0600,0.013400
2.0800,0.013956
2.1000,0.014530
2.1200,0.015142
2.1400,0.013752
2.1600,0.013732
2.1800,0.013897
2.2000,0.014090
2.2200,0.014269
2.2400,0.014424
2.2600,0.014550
2.2800,0.014655
2.3000,0.014741
2.3200,0.014809
2.3400,0.014866
2.3600,0.014909
2.3800,0.014945
2.4000,0.014972
2.4200,0.014997
2.4400,0.015013
2.4600,0.015028
2.4800,0.015038
2.5000,0.015045
2.5200,0.015053
2.5400,0.015057
2.5600,0.015061
2.5800,0.015066
2.6000,0.015070
2.6200,0.015074
2.6400,0.015078
2.6600,0.015079
2.6800,0.015081
2.7000,0.015083
2.7200,0.015084
2.7400,0.015086
2.7600,0.015087
2.7800,0.015088
2.8000,0.015088
2.8200,0.015089
2.8400,0.015091
2.8600,0.015091
2.8800,0.015092
2.9000,0.015092
2.9200,0.015093
2.9400,0.015043
2.9600,0.015026
2.9800,0.015030
3.0000,0.015038
3.0200,0.015046
3.0400,0.015055
3.0600,0.015061
3.0800,0.015067
3.1000,0.015070
3.1200,0.015074
3.1400,0.015076
