0.000,0.063730,0.025575,5.759528,0.024230,0.025566,5.948904,0.063742,-0.028925,2.504072,0.024242,-0.028934,2.693448,-0.064172,0.025977,2.521185,-0.024672,0.025986,2.336256,-0.064159,-0.028523,5.532820,-0.024659,-0.028514,5.347891
0.020,0.063730,0.025575,5.759627,0.024230,0.025566,5.949000,0.063742,-0.028925,2.504169,0.024242,-0.028934,2.693542,-0.064172,0.025977,2.521274,-0.024672,0.025986,2.336351,-0.064159,-0.028523,5.532906,-0.024659,-0.028514,5.347984
0.040,0.063730,0.025575,5.759707,0.024230,0.025566,5.949078,0.063742,-0.028925,2.504245,0.024242,-0.028934,2.693615,-0.064172,0.025977,2.521346,-0.024672,0.025986,2.336428,-0.064159,-0.028523,5.532974,-0.024659,-0.028514,5.348057
0.060,0.063730,0.025575,5.759770,0.024230,0.025566,5.949139,0.063742,-0.028925,2.504306,0.024242,-0.028934,2.693675,-0.064172,0.025977,2.521402,-0.024672,0.025986,2.336489,-0.064159,-0.028523,5.533030,-0.024659,-0.028514,5.348116
0.080,0.063730,0.025575,5.759822,0.024230,0.025566,5.949190,0.063742,-0.028925,2.504354,0.024242,-0.028934,2.693722,-0.064172,0.025977,2.521449,-0.024672,0.025986,2.336538,-0.064159,-0.028523,5.533073,-0.024659,-0.028514,5.348163
0.100,0.063730,0.025575,5.759862,0.024230,0.025566,5.949229,0.063742,-0.028925,2.504394,0.024242,-0.028934,2.693761,-0.064172,0.025977,2.521484,-0.024672,0.025986,2.336576,-0.064159,-0.028523,5.533109,-0.024659,-0.028514,5.348201
0.120,0.063730,0.025575,5.759895,0.024230,0.025566,5.949261,0.063742,-0.028925,2.504424,0.024242,-0.028934,2.693790,-0.064172,0.025977,2.521514,-0.024672,0.025986,2.336608,-0.064159,-0.028523,5.533136,-0.024659,-0.028514,5.348231
0.140,0.063730,0.025575,5.759920,0.024230,0.025566,5.949286,0.063742,-0.028925,2.504450,0.024242,-0.028934,2.693815,-0.064172,0.025977,2.521537,-0.024672,0.025986,2.336632,-0.064159,-0.028523,5.533160,-0.024659,-0.028514,5.348255
0.160,0.063730,0.025575,5.759941,0.024230,0.025566,5.949307,0.063742,-0.028925,2.504469,0.024242,-0.028934,2.693834,-0.064172,0.025977,2.521556,-0.024672,0.025986,2.336653,-0.064159,-0.028523,5.533177,-0.024659,-0.028514,5.348274
0.180,0.063730,0.025575,5.759957,0.024230,0.025566,5.949322,0.063742,-0.028925,2.504485,0.024242,-0.028934,2.693850,-0.064172,0.025977,2.521570,-0.024672,0.025986,2.336668,-0.064159,-0.028523,5.533192,-0.024659,-0.028514,5.348290
0.200,0.063730,0.025575,5.759971,0.024230,0.025566,5.949336,0.063742,-0.028925,2.504497,0.024242,-0.028934,2.693862,-0.064172,0.025977,2.521582,-0.024672,0.025986,2.336681,-0.064159,-0.028523,5.533203,-0.024659,-0.028514,5.348302
