0.220,0.063730,0.025575,5.759981,0.024230,0.025566,5.949346,0.063742,-0.028925,2.504507,0.024242,-0.028934,2.693872,-0.064172,0.025977,2.521591,-0.024672,0.025986,2.336691,-0.064159,-0.028523,5.533213,-0.024659,-0.028514,5.348313
0.240,0.063730,0.025575,5.759990,0.024230,0.025566,5.949355,0.063742,-0.028925,2.504515,0.024242,-0.028934,2.693879,-0.064172,0.025977,2.521599,-0.024672,0.025986,2.336699,-0.064159,-0.028523,5.533219,-0.024659,-0.028514,5.348320
0.260,0.063730,0.025575,5.759996,0.024230,0.025566,5.949361,0.063742,-0.028925,2.504521,0.024242,-0.028934,2.693886,-0.064172,0.025977,2.521604,-0.024672,0.025986,2.336705,-0.064159,-0.028523,5.533226,-0.024659,-0.028514,5.348327
0.280,0.063730,0.025575,5.760002,0.024230,0.025566,5.949367,0.063742,-0.028925,2.504526,0.024242,-0.028934,2.693890,-0.064172,0.025977,2.521609,-0.024672,0.025986,2.336711,-0.064159,-0.028523,5.533230,-0.024659,-0.028514,5.348332
0.300,0.063730,0.025575,5.760006,0.024230,0.025566,5.949371,0.063742,-0.028925,2.504530,0.024242,-0.028934,2.693895,-0.064172,0.025977,2.521612,-0.024672,0.025986,2.336714,-0.064159,-0.028523,5.533235,-0.024659,-0.028514,5.348336
0.320,0.063730,0.025575,5.760010,0.024230,0.025566,5.949375,0.063742,-0.028925,2.504532,0.024242,-0.028934,2.693897,-0.064172,0.025977,2.521616,-0.024672,0.025986,2.336718,-0.064159,-0.028523,5.533237,-0.024659,-0.028514,5.348339
0.340,0.063730,0.025575,5.760012,0.024230,0.025566,5.949377,0.063742,-0.028925,2.504535,0.024242,-0.028934,2.693900,-0.064172,0.025977,2.521617,-0.024672,0.025986,2.336719,-0.064159,-0.028523,5.533240,-0.024659,-0.028514,5.348342
0.360,0.063730,0.025575,5.760015,0.024230,0.025566,5.949380,0.063742,-0.028925,2.504537,0.024242,-0.028934,2.693902,-0.064172,0.025977,2.521620,-0.024672,0.025986,2.336722,-0.064159,-0.028523,5.533241,-0.024659,-0.028514,5.348344
0.380,0.063730,0.025575,5.760016,0.024230,0.025566,5.949381,0.063742,-0.028925,2.504539,0.024242,-0.028934,2.693904,-0.064172,0.025977,2.521620,-0.024672,0.025986,2.336723,-0.064159,-0.028523,5.533244,-0.024659,-0.028514,5.348346
0.400,0.063730,0.025575,5.760018,0.024230,0.025566,5.949383,0.063742,-0.028925,2.504539,0.024242,-0.028934,2.693904,-0.064172,0.025977,2.521622,-0.024672,0.025986,2.336725,-0.064159,-0.028523,5.533244,-0.024659,-0.028514,5.348347
0.420,0.063730,0.025575,5.760019,0.024230,0.025566,5.949384,0.063742,-0.028925,2.504541,0.024242,-0.028934,2.693905,-0.064172,0.025977,2.521622,-0.024672,0.025986,2.336725,-0.064159,-0.028523,5.533246,-0.024659,-0.028514,5.348349
0.440,0.063730,0.025575,5.760020,0.024230,0.025566,5.949385,0.063742,-0.028925,2.504540,0.024242,-0.028934,2.693905,-0.064172,0.025977,2.521623,-0.024672,0.025986,2.336726,-0.064159,-0.028523,5.533246,-0.024659,-0.028514,5.348349
0.460,0.063730,0.025575,5.760020,0.024230,0.025566,5.949385,0.063742,-0.028925,2.504542,0.024242,-0.028934,2.693907,-0.064172,0.025977,2.521623,-0.024672,0.025986,2.336726,-0.064159,-0.028523,5.533247,-0.024659,-0.028514,5.348350
0.480,0.063730,0.025575,5.760022,0.024230,0.025566,5.949387,0.063742,-0.028925,2.504541,0.024242,-0.028934,2.693906,-0.064172,0.025977,2.521624,-0.024672,0.025986,2.336727,-0.064159,-0.028523,5.533247,-0.024659,-0.028514,5.348350
0.500,0.063730,0.025575,5.760021,0.024230,0.025566,5.949386,0.063742,-0.028925,2.504542,0.024242,-0.028934,2.693907,-0.064172,0.025977,2.521624,-0.024672,0.025986,2.336727,-0.064159,-0.028523,5.533248,-0.024659,-0.028514,5.348351
0.520,0.063730,0.025575,6.060426,0.024230,0.025566,6.258132,0.063742,-0.028925,2.168597,0.024242,-0.028934,2.366302,-0.064172,0.025977,2.819491,-0.024672,0.025986,2.626073,-0.064159,-0.028523,5.196510,-0.024659,-0.028514,5.003091
0.540,0.063730,0.025575,5.817693,0.024230,0.025566,5.909793,0.063742,-0.028925,2.602445,0.024242,-0.028934,2.694907,-0.064172,0.025977,2.596969,-0.024672,0.025986,2.507065,-0.064159,-0.028523,5.670352,-0.024659,-0.028514,5.580063
0.560,0.063731,0.025576,5.746811,0.024231,0.025569,5.708803,0.063740,-0.028924,2.646834,0.024240,-0.028930,2.612791,-0.064170,0.025976,2.509643,-0.024670,0.025983,2.545995,-0.064160,-0.028524,5.708557,-0.024660,-0.028516,5.741517
0.580,0.063735,0.025579,5.737206,0.024235,0.025577,5.565427,0.063736,-0.028921,2.641422,0.024236,-0.028921,2.473388,-0.064166,0.025973,2.483428,-0.024666,0.025974,2.653593,-0.064164,-0.028527,5.685664,-0.024664,-0.028525,5.852442
0.600,0.063740,0.025583,5.740749,0.024240,0.025591,5.429224,0.063730,-0.028916,2.628360,0.024230,-0.028908,2.320385,-0.064160,0.025968,2.470726,-0.024660,0.025960,2.780666,-0.064170,-0.028531,5.655530,-0.024670,-0.028538,5.962088
0.620,0.063748,0.025589,5.747797,0.024248,0.025608,5.289296,0.063722,-0.028910,2.618166,0.024222,-0.028890,2.163038,-0.064152,0.025962,2.460105,-0.024652,0.025943,2.917044,-0.064177,-0.028537,5.626882,-0.024677,-0.028555,6.080435
0.640,0.063757,0.025596,5.755610,0.024257,0.025628,5.143489,0.063712,-0.028904,2.610949,0.024212,-0.028870,2.002028,-0.064142,0.025956,2.450617,-0.024642,0.025923,3.061183,-0.064186,-0.028544,5.601586,-0.024686,-0.028574,6.208792
0.660,0.063767,0.025603,5.762156,0.024267,0.025651,4.987542,0.063702,-0.028896,2.593365,0.024202,-0.028847,1.876437,-0.064132,0.025948,2.441192,-0.024632,0.025901,3.214250,-0.064196,-0.028551,5.567375,-0.024696,-0.028596,6.337131
0.680,0.063778,0.025612,5.770241,0.024278,0.025675,4.825291,0.063691,-0.028887,2.573408,0.024191,-0.028822,1.757300,-0.064121,0.025940,2.432659,-0.024621,0.025877,3.376096,-0.064207,-0.028559,5.530068,-0.024707,-0.028620,6.470286
0.700,0.063789,0.025620,5.779661,0.024289,0.025701,4.657288,0.063679,-0.028878,2.554625,0.024179,-0.028796,1.634458,-0.064109,0.025932,2.424615,-0.024609,0.025852,3.545648,-0.064219,-0.028568,5.492931,-0.024719,-0.028646,6.610789
0.720,0.063801,0.025630,5.790025,0.024302,0.025729,4.483259,0.063666,-0.028869,2.536794,0.024166,-0.028768,1.507920,-0.064096,0.025923,2.416779,-0.024596,0.025825,3.722411,-0.064231,-0.028576,5.456071,-0.024731,-0.028672,6.758530
0.740,0.063814,0.025639,5.801116,0.024314,0.025757,4.303137,0.063653,-0.028859,2.519723,0.024153,-0.028740,1.377627,-0.064083,0.025914,2.409011,-0.024583,0.025798,3.906076,-0.064243,-0.028586,5.419331,-0.024743,-0.028699,6.913229
0.760,0.063827,0.025649,5.806304,0.024327,0.025786,4.112040,0.063640,-0.028849,2.516363,0.024140,-0.028710,1.250787,-0.064070,0.025904,2.408306,-0.024570,0.025769,4.096893,-0.064256,-0.028595,5.375237,-0.024756,-0.028728,7.065561
0.780,0.063844,0.025662,5.775868,0.024345,0.025825,3.871276,0.063623,-0.028836,2.559718,0.024123,-0.028672,1.143996,-0.064052,0.025916,2.390137,-0.024553,0.025756,4.238370,-0.064273,-0.028583,5.368250,-0.024773,-0.028740,7.269454
0.800,0.063862,0.025675,5.801195,0.024362,0.025864,3.690654,0.063605,-0.028822,2.527468,0.024105,-0.028632,1.020525,-0.064034,0.025928,2.425525,-0.024535,0.025743,4.477853,-0.064291,-0.028571,5.277355,-0.024791,-0.028754,7.385883
0.820,0.063862,0.025759,5.729160,0.024362,0.025949,3.392048,0.063604,-0.028738,2.625307,0.024104,-0.028547,0.918252,-0.064034,0.025928,2.369565,-0.024535,0.025743,4.566517,-0.064291,-0.028571,5.326881,-0.024791,-0.028754,7.669115
0.840,0.063862,0.025845,5.793592,0.024363,0.026036,3.238691,0.063604,-0.028651,2.549168,0.024104,-0.028461,0.778461,-0.064034,0.025928,2.439456,-0.024534,0.025742,4.875850,-0.064291,-0.028571,5.181073,-0.024791,-0.028755,7.735660
0.860,0.063862,0.025933,5.795264,0.024363,0.026124,3.079777,0.063604,-0.028564,2.506074,0.024103,-0.028373,0.678179,-0.064033,0.025928,2.465692,-0.024534,0.025742,5.119264,-0.064291,-0.028571,5.080424,-0.024791,-0.028755,7.862273
0.880,0.063862,0.026021,5.770651,0.024363,0.026213,2.919631,0.063603,-0.028476,2.467311,0.024103,-0.028284,0.630619,-0.064033,0.025929,2.471278,-0.024534,0.025742,5.340695,-0.064291,-0.028571,4.980091,-0.024791,-0.028755,8.002821
0.900,0.063862,0.026109,5.743529,0.024363,0.026302,2.750829,0.063603,-0.028387,2.434443,0.024103,-0.028195,0.582670,-0.064032,0.025929,2.472253,-0.024533,0.025742,5.561409,-0.064291,-0.028571,4.881086,-0.024791,-0.028755,8.153269
0.920,0.063863,0.026199,5.714128,0.024363,0.026392,2.578488,0.063603,-0.028297,2.402088,0.024102,-0.028105,0.534251,-0.064032,0.025929,2.470873,-0.024533,0.025741,5.786006,-0.064292,-0.028571,4.779976,-0.024792,-0.028756,8.310727
0.940,0.063863,0.026289,5.687552,0.024363,0.026482,2.397775,0.063602,-0.028208,2.372775,0.024102,-0.028015,0.484040,-0.064032,0.025929,2.471914,-0.024533,0.025741,6.011948,-0.064292,-0.028571,4.680886,-0.024792,-0.028756,8.467565
0.960,0.063863,0.026379,5.656152,0.024364,0.026573,2.214612,0.063602,-0.028118,2.339355,0.024102,-0.027924,0.432810,-0.064032,0.025929,2.470365,-0.024533,0.025741,6.248873,-0.064292,-0.028571,4.575142,-0.024792,-0.028756,8.635092
